"uuid","openboxes","name_es","concept","packaging"
"192a1ba1-9e16-4411-9ad2-be013e4e795e",,"SSA:  Benzoilo, peróxido de de 5 g / 100 g, gel dérmico, envase con 60 g. - envase con 60 ml","CIEL:72063",
"f9f7ae6a-5a0e-452e-b782-8639917a9078",,"SSA:  Cefalexina monohidratada de 500 mg, tableta o cápsula, envase con 20 tabletas o cápsulas. - envase con 20 tabletas o cápsulas.","CIEL:73087",
"668b9e13-ba32-4ff0-92e5-a6439c408b11",,"SSA:  Jabon con clorhexidina al 4 % antiseptico de amplio espectro con accion intermedia y prolongada para lavado de manos ingrediente activo al 4 % p/v 946 ml pieza ","CIEL:73265",
"ab5ea67f-10c3-46ee-9b8e-5d9ddfa24e78",,"SSA:  Diclofenaco sódico de 75 mg/3 ml, solución inyectable, envase con 2 ampolletas con 3 ml. - 2 ampolletas con 3 ml","CIEL:74782",
"7b859983-dbbd-41bd-9f16-07f641ed5c27",,"SSA:  Diclofenaco sódico de 100 mg, cápsula o gragea de liberación prolongada, envase con 20 cápsulas o grageas. - 20 cápsulas o grageas","CIEL:74782",
"a046e839-af64-4ed8-a9c6-cd679bb6a215",,"SSA:  Difenhidramina jarabe 12.5mg/ml - envase","CIEL:75015",
"480eb3bf-f205-4b15-9cbf-a65fde411059",,"SSA:  Difenhidramina, clorhidrato de de 100 mg / 10 ml, solución inyectable, envase con frasco ámpula de 10 ml. - frasco ámpula con 10 ml.","CIEL:75015",
"cfc0be6c-8943-476a-a045-c77a992f393f",,"SSA:  Difenhidramina, clorhidrato de de 250 mg/100 ml, jarabe, envase con 60 ml. - envase con 60 ml","CIEL:75015",
"1dc99ac5-0412-4e2d-93be-80654e2cb809",,"SSA:  Fumarato ferroso de cada tableta contiene: fumarato ferroso 200 mg equivalente a 65.74 mg de hierro elemental, tableta, envase con 50 tabletas. - 50 tabletas","CIEL:76335",
"ff7ce1b3-f589-4e8e-9d2d-ef5547043508",,"SSA:  Fumarato ferroso de cada ml contiene: fumarato ferroso 29 mg equivalente a 9.53 mg de hierro elemental, suspensión oral, envase con 120 ml. - envase con 120 ml","CIEL:76335",
"db50afae-d839-4292-90fc-6cc346ce01a7",,"SSA:  Fluoxetina, clorhidrato de de 20 mg, cápsula o tableta, envase con 14 cápsulas o tabletas. - 14 cápsulas o tabletas","CIEL:76553",
"f69e5953-00db-4970-b688-74685cd40404",,"SSA:  Fluoxetina, clorhidrato de de 20 mg, cápsula o tableta, envase con 28 cápsulas o tabletas. - 28 cápsulas o tabletas","CIEL:76553",
"e019c3c1-7bb8-49c3-b3f4-01114cd6d385",,"SSA:  Rifampicina de 100 mg / 5 ml, suspensión oral, envase con 120 ml y dosificador. - envase con 120 ml","CIEL:767",
"00214bc3-6a5a-4971-b637-c13266e5616a",,"SSA:  Rifampicina de 300 mg, cápsula, comprimido o tableta recubierta, envase con 1000 cápsulas, comprimidos o tabletas recubiertas. - 1 000 cápsulas o comprimidos o ","CIEL:767",
"51da8e86-d985-4bce-9d44-b1a9b2be7175",,"SSA:  Glicerina envase con 55 ml - envase","CIEL:77073",
"047e815d-9ede-495f-bf63-ed85b18b3621",,"SSA:  Insulina humana isófana acción intermedia nph (origen adn recombinante ) de 100 ui / ml, suspensión inyectable, envase con un frasco ámpula con 10 ml. - un fras","CIEL:78068",
"20aacf93-7175-4f60-b638-320e1f161a73",,"SSA:  Insulina zinc isófana humana acción intermedia nph (origen adn recombinante ) de 100 ui / ml, suspensión inyectable, envase con un frasco ámpula con 5 ml. - un ","CIEL:78068",
"15e3337b-61cc-4d77-a0a6-5292a1738c0d",,"SSA:  Insulina humana acción rápida regular (origen adn recombinante ) de 100 ui / ml, solución inyectable, envase con un frasco ámpula con 5 ml. - un frasco ámpula c","CIEL:78082",
"f770559e-f86b-4241-bec7-ddc777b45855",,"SSA:  Insulina humana acción rápida regular (origen adn recombinante) de 100 ui / ml, solución inyectable, envase con un frasco ámpula con 10 ml. - un frasco ámpula c","CIEL:78082",
"41cc9856-98a8-40f5-be89-0d129f5040b1",,"SSA:  Hierro dextrán solución inyectable - 100 mg/2 ml - 3 ampolletas con 2 ml - envase","CIEL:78230",
"0fa5f50a-c0ee-4cae-85a6-e18d992acd40",,"SSA:  Loperamida tableta cada comprimido tabletas o gragea contiene: clorhidrato de loperamida 2 mg. - envase con 12 tabletas.","CIEL:79038",
"09fe82a8-0795-40a7-a863-8e092cde87b2",,"SSA:  Loperamida, clorhidrato de de 2 mg, comprimido, tableta o gragea, envase con 12 comprimidos, tabletas o grageas. - 12 comprimidos, tabletas o grageas","CIEL:79038",
"e3d0a615-0a72-4905-ac6d-e630dcc4968f",,"SSA:  Metformina, clorhidrato de de 850 mg, tableta, envase con 30 tabletas. - 30 tabletas","CIEL:79652",
"f68262d7-6ad1-43e6-8a66-03abe6ef506d",,"SSA:  Metoclopramida, clorhidrato de de 4 mg/ml, solución, envase frasco gotero con 20 ml. - frasco gotero con 20 ml","CIEL:79757",
"cc09a83e-c8af-42d3-ad61-84c238079763",,"SSA:  Metoclopramida, clorhidrato de de 10 mg, solución inyectable, envase con 6 ampolletas de 2 ml. - 6 ampolletas con 2 ml","CIEL:79757",
"662fac00-f3e8-4127-af93-af3317d9dea6",,"SSA:  Metoclopramida, clorhidrato de de 10 mg, tableta, envase con 20 tabletas. - 20 tabletas","CIEL:79757",
"dfbe2c8c-f045-45a4-a8bb-86ce28f0396b",,"SSA:  Metoprolol, tartrato de de 100 mg, tableta, envase con 20 tabletas. - 20 tabletas","CIEL:79767",
"0b4c8973-7c6a-4096-b315-fa9878df17c6",,"SSA:  Misoprostrol cada tableta contiene: misoprostol 200 µg envase con 28 comprimidos - envase con 28 comprimidos.","CIEL:79984",
"2f8abbb6-97f1-415b-b2ed-5b9403dc6f72",,"SSA:  Trinitrato de glicerilo de 0.8 mg, cápsula o tableta masticable, envase con 24 cápsulas o tabletas masticables. - 24 cápsulas o tabletas","CIEL:80704",
"ac7e449f-34fd-4b2d-af4a-1df97fe8ec1c",,"SSA:  Permetrina de 1 g/100 ml, solución, envase con 110 ml. - envase con 110 ml","CIEL:81834",
"dabdae4f-d2b8-424c-94dd-8ae6188e30d3",,"SSA:  Fenitoína sódica de 100 mg, cápsula o tableta, envase con 50 tabletas o cápsulas. - 50 tabletas o cápsulas","CIEL:82024",
"0e76363d-953d-4f94-a60a-0d3d4963942a",,"SSA:  Fenitoína sódica de 250 mg/5 ml, solución inyectable, envase con una ampolleta (250 mg/5 ml). - una ampolleta con 5 ml","CIEL:82024",
"e4460a49-6fee-4ebd-b6a4-b145520c67fd",,"SSA:  Fenitoína sódica de 30 mg, tableta, envase con 50 tabletas. - 50 tabletas","CIEL:82024",
"85b6b4a7-c275-4277-97ce-90679b7cbbf5",,"SSA:  Iodopovidona espuma. cada 100 ml contienen: iodopovidona 8 g. equivalente a 0.8 g de yodo. - envase con 3.5 l.","CIEL:82384",
"bef82524-4eca-45e8-ba69-f0b3eb52bf99",,"SSA:  Iodopovidona solucion cada 100 ml contienen iodopovidona 11 g., equivalente a 1.1 g de yodo. envase con 3.5 ml. - envase con 3.5 l","CIEL:82384",
"c904c451-0fbb-4341-a29d-eab7d5606c15",,"SSA:  Prednisona (gt12) de 5 mg, tableta, envase con 20 tabletas - 20 tabletas","CIEL:82453",
"e595fbc3-6dc8-4720-a78a-f36b53535ee3",,"SSA:  Prednisona de 50 mg, tableta, envase con 20 tabletas. - 20 tabletas","CIEL:82453",
"80d7a7d4-a744-4639-be4b-08f91481fb3d",,"SSA:  Primaquina, fosfato de de 15 mg, tableta, envase con 20 tabletas. - 20 tabletas","CIEL:82521",
"a0eb193d-87ff-432d-8451-28ab2072bd21",,"SSA:  Primaquina, fosfato de de 5 mg, tableta, envase con 20 tabletas. - 20 tabletas","CIEL:82521",
"cf01ee33-84c0-4bbb-a403-7b573dbb3619",,"SSA:  Propranolol, clorhidrato de de 10 mg, tableta, envase con 30 tabletas. - 30 tabletas","CIEL:82734",
"0d4ba129-ebc6-462a-b148-7a16769d27ab",,"SSA:  Propranolol, clorhidrato de de 40 mg, tableta, envase con 30 tabletas. - 30 tabletas","CIEL:82734",
"d617874a-6b4d-4c15-949b-721b58cc1639",,"SSA:  Estreptomicina, sulfato de de 1 g, solución inyectable, envase con un frasco ámpula y diluyente con 2 ml. - frasco ámpula y diluyente con 2 ml","CIEL:84360",
"385199f7-00d2-44b9-b3b5-132059c7f4f5",,"SSA:  Complejo b de tiamina, mononitrato de, 100mg, piridoxina 5 mg, cianocobalamina 50 µg, tableta, comprimido o cápsula, envase con 30 tabletas, comprimidos o cápsu","CIEL:84995",
"2454e77f-2b88-4090-96fe-900ec0438831",,"SSA:  Fitomenadiona solución o emulsión inyectable, cada ampolleta contiene fitomenadiona 10 mg. presentación: 5 ampolletas con 1.0 ml - envase con 5 ampolletas de 1 ","CIEL:86353",
"bbbe7598-90eb-42b3-be97-bac5dc7edd23",,"SSA:  Fitomenadiona de 2 mg, solución o emulsión inyectable, envase con 3 ampolletas de 0.2 ml. - 3 ampolletas con 0.2 ml","CIEL:86353",
"b32f050a-ccaf-4820-bd84-0efa7dcb98ff",,"SSA:  Fitomenadiona de 2 mg, solución o emulsión inyectable, envase con 5 ampolletas de 0.2 ml. - envase con 5 ampolletas de 0.2 ml.","CIEL:86353",
"8a120073-dde5-42b7-8c5e-017c9c37e8f1",,"SSA:  Gentamicina, sulfato de de 20 mg, solución inyectable, envase con ampolleta con 2 ml. - ampolleta con 2 ml","PIH:100",
"62eada3f-9251-4ace-a6be-c00dbdafddd6",,"SSA:  Gentamicina, sulfato de de 80 mg, solución inyectable, envase con ampolleta con 2 ml. - ampolleta con 2 ml","PIH:100",
"f1b170ef-b225-499b-a271-98c5ac4ab8a8",,"SSA:  Beclometasona, dipropionato de 10 mg, suspensión en aerosol, envase con inhalador con 200 dosis de 50 µg. - envase con inhalador con 200 dosis de50 microgramo","PIH:1240",
"cafd5f72-0b4c-4eeb-a6e3-8dcd0d64c5fa",,"SSA:  Beclometasona, dipropionato de de 50 mg, suspensión en aerosol, envase con inhalador con 200 dosis de 250 µg. - inhalador con 200 dosis de 250 microgramo","PIH:1240",
"d06bf59a-6d2c-4188-98af-13225a0169e5",,"SSA:  Hidroclorotiazida de 25 mg, tableta, envase con 20 tabletas. - 20 tabletas","PIH:1243",
"ffce65fe-dc3f-4e8c-822d-7a8fa53dab1e",,"SSA:  Esomeprazol o pantoprazol o rabeprazol u omeprazol o (agrupamiento de inhibidores la bomba de protones) tableta o gragea o cápsula esomeprazol 40 mg o pantopraz","PIH:1244",
"2f97e964-3fbc-4da6-a619-d7ad5c95e391",,"SSA:  Levonorgestrel de 0.03 mg, gragea, envase con 35 grageas. - 35 grageas","PIH:1718",
"c72e7ed6-c179-481e-9873-812e20aee1fa",,"SSA:  Levonorgestrel de 0.750 mg, comprimido o tableta, envase con 2 comprimidos o tabletas. - envase con 2 comprimidos o tabletas.","PIH:1718",
"2977edf8-d09e-4890-aafb-c1c68bb694cb",,"SSA:  Metronidazol de 500 mg, óvulo o tableta vaginal, envase con 10 óvulos o tabletas. - 10 óvulos o tabletas vaginales","PIH:237",
"898ce582-e81b-40bd-ab14-f5d3cf63174a",,"SSA:  Metronidazol de 500 mg, tableta, envase con 20 tabletas. - 20 tabletas","PIH:237",
"e4f25800-8622-46b3-afd0-3f7d2e9a1d4e",,"SSA:  Metronidazol de 500 mg, tableta, envase con 30 tabletas. - 30 tabletas","PIH:237",
"412ec8c2-67eb-47e9-b8ab-5e30e7113cc2",,"SSA:  Mebendazol de 100 mg, tableta, envase con 6 tabletas. - 6 tabletas","PIH:244",
"64567404-417f-480e-8bbd-9bcd8a7af101",,"SSA:  Claritromicina de 250 mg, tableta, envase con 10 tabletas. - 10 tabletas","PIH:2459",
"18a463c9-da44-45dc-88c0-fb884a1d411c",,"SSA:  Nifedipino de 10 mg, cápsula de gelatina blanda, envase con 20 cápsulas. - 20 cápsulas","PIH:250",
"e13a6879-8b9e-4c2f-830f-be9be2935820",,"SSA:  Nifedipino de 30 mg, comprimido de liberación prolongada, envase con 30 comprimidos. - 30 comprimidos","PIH:250",
"2a2c13d3-bc88-40fd-ae58-b41f987ff22f",,"SSA:  Sulfato ferroso heptahidratado de 125 mg / ml, equivalente a 25 mg/ml de hierro elemental, solución, envase gotero con 15 ml. - envase gotero con 15 ml","PIH:256",
"d21bc40c-aa52-44ca-8978-282bc6399c7a",,"SSA:  Amoxicilina trihidratada de 500 mg, cápsula, envase con 12 cápsulas. - 12 cápsulas","PIH:265",
"6bca10aa-10a3-4253-8f9a-9d3ee7b58e67",,"SSA:  Amoxicilina trihidratada de 500 mg, cápsula, envase con 15 cápsulas. - 15 cápsulas","PIH:265",
"f0456bbb-c08c-4f2e-8ea6-a4e80693b053",,"SSA:  Amoxicilina trihidratada de 75 g / 75 ml, suspensión oral, envase con polvo para 75 ml (500 mg/5 ml). - envase para 75 ml","PIH:265",
"eb55ab7f-80f0-4b07-a5c7-122cf33c4fac",,"SSA:  Cloranfenicol de 500 mg, cápsula, envase con 20 cápsulas. - 20 cápsulas","PIH:266",
"887a7166-59b6-4ef1-aaaa-8867d26ffb79",,"SSA:  Cloranfenicol levógiro de 5 mg/g, ungüento oftálmico, envase con 5 g. - envase con 5 g","PIH:266",
"adccc16b-c733-4bc8-a98a-f7ec3008d18d",,"SSA:  Cloranfenicol levógiro de 5 mg/ml, solución oftálmica, envase con gotero integral con 15 ml. - gotero integral con 15 ml","PIH:266",
"b53988c9-76d6-4ed0-830f-d2e558dd5df4",,"SSA:  Ampicilina trihidratada de 250 mg / 5 ml, suspensión oral, envase con polvo para 60 ml y dosificador. - envase para 60 ml","PIH:269",
"e0cda55e-a079-41ee-aac2-b9cf8555e77d",,"SSA:  Ampicilina trihidratada de 500 mg, tableta o cápsula, envase con 20 tabletas o cápsulas. - 20 tabletas o cápsulas","PIH:269",
"fde04a80-ee9b-4751-bdb0-1fa2011b84c7",,"SSA:  Aluminio, hidróxido de - magnesio trisilicato de de 200 mg/447.3 mg, tableta masticable, envase con 50 tabletas masticables. - 50 tabletas","PIH:314",
"f6c6cff3-7059-4582-a8c9-75960cbed998",,"SSA:  Aluminio, hidróxido de - magnesio trisilicato de de 3.7 mg/8.9 g/100 ml, suspensión oral, envase con 240 ml y dosificador. - envase con 240 ml","PIH:314",
"ae380d2e-b895-4fac-a65b-8c0b56128f07",,"SSA:  Captopril de 25 mg, tableta, envase con 30 tabletas. - 30 tabletas","PIH:3182",
"2a42a7b1-b808-45d8-8eba-615cf45738a5",,"SSA:  Lisinopril de 10 mg, cápsula o tableta, envase con 30 cápsulas o tabletas. - 30 cápsulas o tabletas","PIH:3183",
"82818fe5-fe21-4861-a6f3-99d5c29e3130",,"SSA:  Isosorbida, dinitrato de de 5 mg, tableta sublingual, envase con 20 tabletas sublinguales. - 20 tabletas sublinguales","PIH:3428",
"65ca5b7c-86a3-46e7-9cf1-5de723045727",,"SSA:  Isosorbida, dinitrato de de 10 mg, tableta, envase con 20 tabletas. - 20 tabletas","PIH:3428",
"09b9dcdb-d197-42ac-831d-8ebcbf3fef7b",,"SSA:  Digoxina de 0.05 mg / ml, elíxir, envase con 60 ml con gotero calibrado de 1 ml integrado o adjunto al frasco y le sirve de tapa. - envase con 60 ml","PIH:3488",
"a387da95-ff06-4a38-8aa4-3ce6db7411c4",,"SSA:  Digoxina de 0.5 mg / 2 ml, solución inyectable, envase con 6 ampolletas de 2 ml. - 6 ampolletas de 2 ml","PIH:3488",
"c9a4c947-e72d-4604-b7a1-635cd5354707",,"SSA:  Digoxina de 0.25 mg, tableta, envase con 20 tabletas. - 20 tabletas","PIH:3488",
"bc77fecd-4a22-46c2-9f66-3bc487a60f88",,"SSA:  Bencilpenicilina benzatínica compuesta suspensión inyectable - benzatínica 600 000 ui, procaínica 300 000 ui, cristalina 300 000 ui - frasco ámpula y diluyente ","PIH:4034",
"d996668c-250a-4ebf-abeb-bd49fa0e4e87",,"SSA:  Benzatina bencilpenicilina de 600 000 ui, suspensión inyectable, envase con un frasco ámpula y 5 ml de diluyente. - envase con un frasco ámpula y 5 ml de diluye","PIH:4034",
"79099888-d205-4203-9565-75b49c6a9d75",,"SSA:  Benzatina bencilpenicilina de 1 200 000 ui, suspensión inyectable, envase con un frasco ámpula y 5 ml de diluyente. - envase con un frasco ámpula y 5 ml de dilu","PIH:4034",
"afdde028-2e30-40f3-b268-7670c486517e",,"SSA:  Ácido ascórbico de 100 mg, tableta, envase con 20 tabletas. - 20 tabletas","PIH:4041",
"cc2cf316-80a9-43da-a066-79c8309f41e4",,"SSA:  Glibenclamida de 5 mg, tableta, envase con 50 tabletas. - 50 tabletas","PIH:4046",
"5c0b7a9e-dfa0-4262-a87a-36d9d13fac9d",,"SSA:  Espironolactona de 100 mg, tableta, envase con 30 tabletas. - 30 tabletas","PIH:4061",
"3650f3b6-cc1b-486e-8800-8502384bb065",,"SSA:  Espironolactona de 25 mg, tableta, envase con 20 tabletas. - 20 tabletas","PIH:4061",
"496ecef7-1179-4a05-ae65-6a291bab28a1",,"SSA:  Espironolactona de 25 mg, tableta, envase con 30 tabletas. - 30 tabletas","PIH:4061",
"71b396c8-ce9c-4a4a-a2fe-726c467f22b9",,"SSA:  Óxido de zinc de 25. 0 g / 100 g, pasta, envase con 30 g. - envase con 30 g","PIH:4064",
"7e376844-88d7-4ed2-b2b0-2af64ca20007",,"SSA:  Bencilo, benzoato de de 300 mg / ml, emulsión dérmica, envase con 120 ml. - envase con 120 ml","PIH:409",
"1521b664-1d3a-41b3-bed0-77dd64b7e8a0",,"SSA:  Amoxicilina trihidratada - ácido clavulánico (clavulanato de potasio) de 500 mg/125 mg, tableta, envase con 12 tabletas. - 12 tabletas","PIH:450",
"6af212e2-67bb-42ae-b7fc-3435396b7191",,"SSA:  Amoxicilina trihidratada - ácido clavulánico (clavulanato de potasio) de 500 mg/125 mg, tableta, envase con 16 tabletas. - 16 tabletas","PIH:450",
"49605157-5732-4899-a42f-4729e9f9a48b",,"SSA:  Amoxicilina sódica - ácido clavulánico (clavulanato de potasio) de 500 mg/100 mg, solución inyectable, envase con un frasco ámpula con 10 ml de diluyente. - env","PIH:450",
"b93516d7-b444-4fc1-9d5b-97da6dfe3661",,"SSA:  Amoxicilina trihidratada - ácido clavulánico (clavulanato de potasio) de 1.5 g/375 mg / 60 ml, suspensión oral, envase con 60 ml, cada 5 ml con 125 mg de amoxic","PIH:450",
"0e97ee30-a81a-4176-bc06-110d30ba6c15",,"SSA:  Multivitaminas (polivitaminas) y minerales de vitamina a, 2500 ui, d2, 200 ui, e, 15.0 mg, c, 60 mg, tiamina, 1.05 mg, riboflavina, 1.2 mg, piridoxina, 1.05 mg,","PIH:461",
"05357cf0-092f-4757-a6ab-53a16540b8ed",,"SSA:  Vitaminas (polivitaminas) y minerales de vitamina b1, b2, b6, b12, niacinamida, e, a, d3, ácido pantoténico, sulfato ferroso, cobre, magnesio, zinc, tableta, cá","PIH:461",
"cc486abb-8e22-47ef-b94c-38b61ede9a47",,"SSA:  Vitaminas a, c y d de palmitato de retinol 7000 a 9000 ui, ácido ascórbico 80 a 125 mg, colecalciferol 1400 a 1800 ui/ml., solución, envase con 15 ml. - envase ","PIH:461",
"0cc913dd-542f-406c-b658-df3db5a16350",,"SSA:  Pirazinamida de 500 mg, tableta, envase con 50 tabletas. - 50 tabletas","PIH:5829",
"ee7753b5-3a5d-4a28-81cc-7f06d1ac0c5f",,"SSA:  Isoniazida - rifampicina-pirazinamida - clorhidrato de etambutol de 75 mg/150 mg/400 mg/300 mg, tableta, envase con 240 tabletas. - 240 tabletas","PIH:656",
"5ea1fc12-7e62-4b20-bf2b-27c1437bb7e4",,"SSA:  Isoniazida y rifampicina de 400 mg/300 mg, tableta recubierta, envase con 90 tabletas recubiertas. - 90 tabletas recubiertas","PIH:656",
"f418fe7d-6971-44d2-924a-4a6d2a87c01c",,"SSA:  Isoniazida de 100 mg, tableta, envase con 200 tabletas. - 200 tabletas","PIH:656",
"42fbbd3d-d263-409b-ae85-eaa19c61c8f6",,"SSA:  Ciprofloxacino monohidratado, clorhidrato de de 250 mg, cápsula o tableta, envase con 8 cápsulas o tabletas. - 8 cápsulas ó tabletas","PIH:740",
"c83d8cce-6cc3-48ac-95cb-489633f51080",,"SSA:  Etambutol, clorhidrato de de 400 mg, tableta, envase con 50 tabletas. - 50 tabletas","PIH:745",
"fde99547-f6fc-4ab5-8ad9-9e762f71bf2e",,"SSA:  Hierro aminoquelado y ácido fólico tableta - hierro elemental 30 mg ácido fólico 0.500 mg - 30 tabletas - envase","PIH:773",
"8a5e193e-eaa2-448f-b8f2-ee7656d0918b",,"SSA:  Salbutamol ó sulfato de salbutamol de 20 mg, suspensión en aerosol, envase con inhalador con 200 dosis de 100 µg. - envase con inhalador con 200 dosis de100 mic","PIH:798",
"a131deab-b07b-4e99-9248-4f90eb39764a",,"SSA:  Salbutamol ó sulfato de salbutamol de 2 mg/5 ml, jarabe, envase con 60 ml. - envase con 60 ml","PIH:798",
"ae4ecf6b-b6a1-4f2d-bcff-ebe65678e93d",,"SSA:  Ácido acetilsalicílico de 300 mg, tableta soluble o efervescente, envase con 20 tabletas solubles o efervescentes. - 20 tabletas solubles o efervescentes","PIH:88",
"63a1bdb3-73f1-40d6-aac9-2670537bd405",,"SSA:  Ácido acetilsalicílico de 500 mg, tableta, envase con 20 tabletas. - 20 tabletas","PIH:88",
"4c726afb-fc82-4a1f-9f5d-c68558fb5b4c",,"SSA:  Paracetamol de 100 mg / ml, solución oral, envase con 15 ml, gotero calibrado a 0.5 y 1 ml, integrado o adjunto al envase que sirve de tapa. - envase con gotero","PIH:89",
"f1f95087-4d79-4c57-8242-98ead3cb46a7",,"SSA:  Paracetamol de 100 mg, supositorio, envase con 10 supositorios. - 10 supositorios","PIH:89",
"73013262-1792-4a97-af86-37bc363dd708",,"SSA:  Paracetamol de 100 mg, supositorio, envase con 3 supositorios. - 3 supositorios","PIH:89",
"7dc61a9e-d7f3-4a9f-81be-c802d73c16c9",,"SSA:  Paracetamol de 100 mg, supositorio, envase con 6 supositorios. - 6 supositorios","PIH:89",
"8e6af10e-00a4-43d8-b4ea-faa0f036e374",,"SSA:  Paracetamol de 300 mg, supositorio, envase con 3 supositorios. - 3 supositorios","PIH:89",
"98a08d23-2b73-48ad-836c-fa29f564ceec",,"SSA:  Paracetamol de 500 mg, tableta, envase con 10 tabletas. - 10 tabletas","PIH:89",
"5e5c470f-ba08-4422-afc0-753eff1659bc",,"SSA:  Miconazol, nitrato de de 20 mg / g, crema, envase con 20 g. - envase con 20 g","PIH:918",
"3977a10c-e201-4e41-b3f2-ca519ffaf6e8",,"SSA:  Nistatina de 100 000 ui, óvulo o tableta vaginal, envase con 12 óvulos o tabletas. - 12 óvulos o tabletas vaginales","PIH:919",
"dd80d72d-4e23-4d63-9ada-467359995b12",,"SSA:  Nistatina de 2 400 000 ui / 24 ml, suspensión oral, envase para 24 ml. - envase para 24 ml","PIH:919",
"55e95e85-b56e-45c2-979c-f5b58bc56275",,"SSA:  Nistatina suspension oral 100,000 ui/ml. - envase","PIH:919",
"9561b8e0-dc7a-4c4b-aedf-b0df9849efea",,"SSA:  Dapsona de 100 mg, tableta, envase con 1,000 tabletas. - 1000 tabletas","PIH:92",
"b0029d51-aa4b-493c-9046-84c8d1cd7770",,"SSA:  Ranitidina, clorhidrato de de 150 mg, gragea o tableta, envase con 20 grageas o tabletas. - 20 grageas o tabletas","PIH:923",
"15bf9ef2-b281-4dd0-b85c-8780c28716e3",,"SSA:  Ranitidina, clorhidrato de de 150 mg/10 ml, jarabe, envase con 200 ml. - envase 200 ml","PIH:923",
"e624f920-43e8-4e27-9b27-2fa56555840a",,"SSA:  Ketoconazol de 200 mg, tableta, envase con 10 tabletas. - 10 tabletas","PIH:926",
"20613e3c-9d42-46d2-ac5e-bdfd2689702a",,"SSA:  Albendazol de 200 mg, tableta, envase con 100 tabletas. - 100 tabletas","PIH:941",
"852e340a-b989-48b3-9511-a6904747c2c8",,"SSA:  Albendazol de 200 mg, tableta, envase con 2 tabletas. - 2 tabletas","PIH:941",
"3590be5f-7718-4008-bc44-3a0cfbcf1e20",,"SSA:  Albendazol de 400 mg / 20 ml, suspensión oral, envase con 20 ml. - envase con 20 ml","PIH:941",
"d1613d5b-4136-4c91-8415-431a6b5e6eff",,"SSA:  Cloroquina, fosfato de de 150 mg, tableta, envase con 1,000 tabletas. - 1000 tabletas","PIH:98",
"26d38fad-25e5-441a-83ef-63394d179ab1",,"SSA:  Furosemida de 20 mg/2 ml, solución inyectable, envase con 5 ampolletas con 2 ml. - 5 ampolletas con 2 ml","PIH:99",
